date,consumption,solar_capacity,solar_generation,solar_profile,wind_capacity,wind_generation,wind_profile
2008-08-24,1146.4670331000002,116.552,,,490.464,,
2008-08-25,1480.19011,116.652,,,490.464,,
2008-08-26,1507.7142859,116.794,,,490.468,,
2008-08-27,1514.3725276,116.918,,,490.522,,
2008-08-28,1535.6681319,117.094,,,490.642,,
2008-08-29,1512.4593407,117.336,,,490.752,,
2008-08-30,1245.3329672,117.338,,,490.752,,
2008-08-31,1143.353846,117.372,,,490.758,,
2008-09-01,1523.5373627999998,117.516,,,490.824,,
2008-09-02,1538.3175822999995,117.664,,,490.824,,
2008-09-03,1548.8142859,117.868,,,490.824,,
2008-09-04,1544.8835164999996,118.19,,,490.828,,
2008-09-05,1504.8791209999997,118.344,,,490.872,,
2008-09-06,1294.0945056,118.344,,,490.872,,
2008-09-07,1179.4208790000002,118.356,,,490.872,,
2008-09-08,1504.2670329999996,118.506,,,490.876,,
2008-09-09,1522.6538463,118.716,,,490.928,,
2008-09-10,1556.7923078000001,118.862,,,491.016,,
2008-09-11,1545.7384614,119.028,,,491.016,,
2008-09-12,1549.2164834,119.162,,,491.016,,
2008-09-13,1294.2703295,119.184,,,491.016,,
2008-09-14,1159.352747,119.198,,,491.016,,
2008-09-15,1533.0824174000002,119.364,,,491.016,,
2008-09-16,1567.7703296,119.512,,,491.018,,
2008-09-17,1570.712088,119.706,,,491.04,,
2008-09-18,1566.1758242999995,119.926,,,491.04,,
2008-09-19,1534.6835167999998,120.17,,,491.04,,
2008-09-20,1299.6252746999999,120.192,,,491.04,,
2008-09-21,1207.3032967000004,120.206,,,491.04,,
2008-09-22,1574.0890111,120.376,,,491.042,,
2008-09-23,1616.5626374,120.564,,,491.064,,
2008-09-24,1594.5560437999995,120.71,,,491.064,,
2008-09-25,1599.2967034000003,120.882,,,491.07,,
2008-09-26,1543.0769231999993,121.082,,,491.136,,
2008-09-27,1299.6450550000002,121.104,,,491.136,,
2008-09-28,1200.9010985999998,121.116,,,491.136,,
2008-09-29,1556.0153845999998,121.268,,,491.146,,
2008-09-30,1633.4120879999994,121.506,,,491.26,,
2008-10-01,1669.4329673,121.722,,,491.304,,
2008-10-02,1621.3802197999998,121.92,,,491.304,,
2008-10-03,1258.7791210999999,121.922,,,491.304,,
2008-10-04,1282.1758239,121.944,,,491.304,,
2008-10-05,1286.668132,121.956,,,491.304,,
2008-10-06,1566.0681316999999,122.1,,,491.328,,
2008-10-07,1583.6560439,122.246,,,491.592,,
2008-10-08,1581.1857144,122.432,,,491.596,,
2008-10-09,1583.398901,122.802,,,491.64,,
2008-10-10,1554.9087909999998,123.002,,,491.64,,
2008-10-11,1337.4032968000001,123.024,,,491.64,,
2008-10-12,1215.2296701999996,123.04,,,491.64,,
2008-10-13,1567.1450549,123.236,,,491.64,,
2008-10-14,1596.9615386000005,123.474,,,491.65,,
2008-10-15,1617.9549447,123.692,,,491.764,,
2008-10-16,1651.7307692,123.93,,,491.808,,
2008-10-17,1612.934066,124.13,,,491.808,,
2008-10-18,1350.0824176000003,124.152,,,491.808,,
2008-10-19,1259.976923,124.168,,,491.808,,
2008-10-20,1589.0813187000003,124.362,,,491.808,,
2008-10-21,1642.7989011000002,124.574,,,491.812,,
2008-10-22,1638.6439559,124.744,,,491.856,,
2008-10-23,1625.4120880000005,124.938,,,491.856,,
2008-10-24,1601.8329671,125.138,,,491.856,,
2008-10-25,1354.7934065999998,125.16,,,491.856,,
2008-10-26,1306.2873625999998,125.172,,,491.856,,
2008-10-27,1616.6021976999996,125.46,,,491.856,,
2008-10-28,1651.1967029999998,125.746,,,491.857,,
2008-10-29,1650.3362639000002,125.985,,,491.88,,
2008-10-30,1650.4714286,126.2,,,491.88,,
2008-10-31,1548.0736263000003,126.387,,,491.88,,
2008-11-01,1297.964835,126.457,,,491.88,,
2008-11-02,1237.9890111000002,126.502,,,491.88,,
2008-11-03,1580.4637360999998,127.019,,,491.88,,
2008-11-04,1604.4054947999998,127.282,,,491.88,,
2008-11-05,1615.6999998999997,127.524,,,491.88,,
2008-11-06,1618.8208791,127.809,,,491.884,,
2008-11-07,1591.7890107,128.018,,,491.976,,
2008-11-08,1367.2175823999999,128.064,,,491.976,,
2008-11-09,1300.7846154000001,128.076,,,491.98,,
2008-11-10,1670.0461540000001,128.367,,,492.072,,
2008-11-11,1671.5417578999998,128.721,,,492.076,,
2008-11-12,1652.5758242000002,128.938,,,492.168,,
2008-11-13,1636.2934067,129.177,,,492.17,,
2008-11-14,1632.6000001000002,129.386,,,492.216,,
2008-11-15,1413.6923077,129.432,,,492.216,,
2008-11-16,1321.1725273999998,129.446,,,492.216,,
2008-11-17,1611.1923074000003,129.775,,,492.216,,
2008-11-18,1685.0571428,129.945,,,492.216,,
2008-11-19,1711.8406593000002,130.164,,,492.216,,
2008-11-20,1744.9450549999997,130.46,,,492.216,,
2008-11-21,1643.7032967000002,130.921,,,492.216,,
2008-11-22,1435.8813185000001,130.944,,,492.216,,
2008-11-23,1330.9593405999997,130.955,,,492.216,,
2008-11-24,1647.5230771000004,131.218,,,492.216,,
2008-11-25,1684.2208790000002,131.459,,,492.216,,
2008-11-26,1707.5582418000001,131.723,,,492.216,,
2008-11-27,1698.2384616999998,131.987,,,492.216,,
2008-11-28,1631.0736263000001,132.241,,,492.216,,
2008-11-29,1394.4692309000002,132.264,,,492.216,,
2008-11-30,1294.5516484999998,132.279,,,492.216,,
2008-12-01,1639.3285713999996,132.652,,,492.216,,
2008-12-02,1690.2318679999998,133.309,,,492.216,,
2008-12-03,1693.5186814,133.627,,,492.216,,
2008-12-04,1686.9318682,134.08,,,492.216,,
2008-12-05,1619.7802198000004,134.45,,,492.216,,
2008-12-06,1378.1098898999999,134.496,,,492.216,,
2008-12-07,1283.1395603,134.511,,,492.216,,
2008-12-08,1633.9274725999996,134.874,,,492.216,,
2008-12-09,1667.8999998,135.304,,,492.216,,
2008-12-10,1663.1846154,135.696,,,492.216,,
2008-12-11,1662.0758242000004,136.267,,,492.216,,
2008-12-12,1614.9065933999996,136.706,,,492.216,,
2008-12-13,1420.8241758,136.752,,,492.216,,
2008-12-14,1299.7593407999998,136.779,,,492.216,,
2008-12-15,1590.9615383999997,137.431,,,492.216,,
2008-12-16,1614.9945054999998,138.181,,,492.216,,
2008-12-17,1611.2934067,139.082,,,492.216,,
2008-12-18,1565.8791210000002,140.272,,,492.217,,
2008-12-19,1496.664835,141.197,,,492.24,,
2008-12-20,1382.4483515000002,141.313,,,492.24,,
2008-12-21,1241.1241756999998,141.382,,,492.24,,
2008-12-22,1428.0461540000001,142.494,,,492.24,,
2008-12-23,1347.4417583000002,143.739,,,492.241,,
2008-12-24,1194.2835162999997,143.808,,,492.264,,
2008-12-25,1101.1999999999998,143.808,,,492.264,,
2008-12-26,1105.5901099,143.81,,,492.265,,
2008-12-27,1206.0714288,143.859,,,492.288,,
2008-12-28,1150.5648353000001,143.956,,,492.288,,
2008-12-29,1316.8076922000002,144.637,,,492.288,,
2008-12-30,1318.4230768,145.504,,,492.288,,
2008-12-31,1228.1505494,145.905,,,492.3,,
2009-01-01,1119.7527472000002,146.665,,,492.59,,
2009-01-02,1276.8252745999998,146.688,,,492.916,,
2009-01-03,1294.5912088999999,146.688,,,493.008,,
2009-01-04,1241.7813187999998,146.688,,,493.044,,
2009-01-05,1464.8802196999998,146.688,,,493.891,,
2009-01-06,1473.5120879,146.688,,,494.374,,
2009-01-07,1618.6758241999999,146.688,,,495.464,,
2009-01-08,1598.4197801999999,146.688,,,496.227,,
2009-01-09,1596.7879119000002,146.688,,,496.848,,
2009-01-10,1406.8736262999998,146.69,,,496.856,,
2009-01-11,1349.8538459000004,146.736,,,497.063,,
2009-01-12,1689.4252746000002,146.736,,,497.625,,
2009-01-13,1691.092308,146.736,,,498.43,,
2009-01-14,1665.020879,146.736,,,499.51,,
2009-01-15,1626.4197803000004,146.736,,,500.047,,
2009-01-16,1603.2285716000001,146.736,,,500.766,,
2009-01-17,1389.2098903,146.736,,,500.904,,
2009-01-18,1329.7912089000001,146.736,,,500.931,,
2009-01-19,1632.6472528000002,146.737,,,501.58,,
2009-01-20,1622.0648352,146.76,,,502.268,,
2009-01-21,1605.6714287,146.76,,,503.323,,
2009-01-22,1629.4472525999997,146.76,,,504.336,,
2009-01-23,1633.7351649,146.76,,,504.892,,
2009-01-24,1366.1153845,146.761,,,504.984,,
2009-01-25,1232.0087912,146.784,,,504.998,,
2009-01-26,1555.9802195999998,146.784,,,505.337,,
2009-01-27,1609.4571426,146.785,,,505.744,,
2009-01-28,1597.6219779000003,146.808,,,506.136,,
2009-01-29,1581.7846153,146.809,,,506.701,,
2009-01-30,1542.3846153000002,146.832,,,507.002,,
2009-01-31,1361.4494504,146.832,,,507.082,,
2009-02-01,1357.8230772000002,146.833,,,507.897,,
2009-02-02,1684.0175825000003,146.857,,,508.685,,
2009-02-03,1659.5945055999996,146.881,,,509.37,,
2009-02-04,1652.1439559999997,146.905,,,509.811,,
2009-02-05,1644.1032966000005,146.929,,,510.45,,
2009-02-06,1580.7527473,146.952,,,510.864,,
2009-02-07,1373.1131869000003,146.953,,,510.866,,
2009-02-08,1286.6318683000002,146.977,,,510.918,,
2009-02-09,1610.3538459999997,147.001,,,511.077,,
2009-02-10,1671.4362636999995,147.025,,,511.576,,
2009-02-11,1683.6164838999996,147.048,,,511.965,,
2009-02-12,1634.3197803,147.05,,,512.458,,
2009-02-13,1595.5406590999999,147.096,,,512.69,,
2009-02-14,1381.7571429000002,147.096,,,512.738,,
2009-02-15,1305.5978022,147.096,,,512.788,,
2009-02-16,1612.9307691999998,147.098,,,512.886,,
2009-02-17,1641.9461536000001,147.145,,,513.038,,
2009-02-18,1640.9274724999998,147.169,,,513.385,,
2009-02-19,1613.3593405,147.193,,,513.969,,
2009-02-20,1572.6780221,147.216,,,514.176,,
2009-02-21,1343.3736264,147.216,,,514.178,,
2009-02-22,1279.2472527,147.216,,,514.23,,
2009-02-23,1496.6472528000002,147.217,,,514.368,,
2009-02-24,1504.7428572000001,147.241,,,514.382,,
2009-02-25,1542.0956045999997,147.265,,,514.712,,
2009-02-26,1614.8197803,147.29,,,514.909,,
2009-02-27,1543.9615383,147.336,,,515.208,,
2009-02-28,1308.0120879,147.336,,,515.208,,
2009-03-01,1207.6230769,147.338,,,515.212,,
2009-03-02,1552.7659339999998,147.386,,,515.315,,
2009-03-03,1568.5549448999998,147.433,,,515.584,,
2009-03-04,1563.8670327000004,147.458,,,515.968,,
2009-03-05,1574.0560441,147.506,,,516.351,,
2009-03-06,1540.6384615,147.552,,,516.696,,
2009-03-07,1308.6153846,147.552,,,516.696,,
2009-03-08,1224.9714285999999,147.554,,,516.698,,
2009-03-09,1550.1747251999998,147.602,,,516.757,,
2009-03-10,1585.5659340999998,147.65,,,517.063,,
2009-03-11,1551.1120880999997,147.703,,,517.229,,
2009-03-12,1562.4340660999997,147.867,,,517.358,,
2009-03-13,1470.0725274000001,147.936,,,517.68,,
2009-03-14,1229.3010989000002,147.938,,,517.68,,
2009-03-15,1173.0043956,147.986,,,517.686,,
2009-03-16,1462.2197802,148.036,,,517.829,,
2009-03-17,1542.3780221,148.132,,,517.948,,
2009-03-18,1502.8142856,148.227,,,518.044,,
2009-03-19,1489.8835164999998,148.299,,,518.143,,
2009-03-20,1430.8901099,148.369,,,518.304,,
2009-03-21,1236.3571428000002,148.392,,,518.304,,
2009-03-22,1242.2252747,148.395,,,518.306,,
2009-03-23,1579.4912087,148.468,,,518.363,,
2009-03-24,1561.3,148.564,,,518.631,,
2009-03-25,1549.445055,148.66,,,519.004,,
2009-03-26,1524.8461538999998,148.763,,,519.662,,
2009-03-27,1457.1439561,149.017,,,519.984,,
2009-03-28,1264.3549451999997,149.04,,,519.984,,
2009-03-29,1153.7879121,149.048,,,520.004,,
2009-03-30,1464.3571428,149.146,,,520.254,,
2009-03-31,1475.6318681999996,149.268,,,520.614,,
2009-04-01,1455.2989011000002,149.412,,,520.988,,
2009-04-02,1429.3351647,149.556,,,521.488,,
2009-04-03,1357.0362636999998,149.688,,,521.664,,
2009-04-04,1161.5978021999997,149.69,,,521.664,,
2009-04-05,1067.6296705,149.722,,,521.672,,
2009-04-06,1362.7571429,149.844,,,521.774,,
2009-04-07,1375.6153845,149.992,,,521.962,,
2009-04-08,1381.6989010999998,150.186,,,522.346,,
2009-04-09,1300.6879124,150.384,,,522.456,,
2009-04-10,1013.6538462999999,150.386,,,522.456,,
2009-04-11,1034.4428569999998,150.408,,,522.456,,
2009-04-12,925.7087911999998,150.408,,,522.456,,
2009-04-13,945.6131871,150.416,,,522.456,,
2009-04-14,1272.0065935,150.514,,,522.472,,
2009-04-15,1322.924176,150.644,,,522.656,,
2009-04-16,1375.1549448999997,150.878,,,522.754,,
2009-04-17,1381.4285716999998,151.032,,,522.864,,
2009-04-18,1184.9747252999998,151.032,,,522.864,,
2009-04-19,1038.2945055000002,151.046,,,522.864,,
2009-04-20,1354.8274723999998,151.21,,,522.868,,
2009-04-21,1385.4351646999996,151.332,,,522.924,,
2009-04-22,1402.7351648000001,151.484,,,523.066,,
2009-04-23,1407.2714287,151.718,,,523.186,,
2009-04-24,1351.7538461999995,151.872,,,523.296,,
2009-04-25,1158.2527472000002,151.872,,,523.296,,
2009-04-26,1063.1087911999998,151.884,,,523.316,,
2009-04-27,1386.7736264,152.03,,,523.55,,
2009-04-28,1444.0417581,152.198,,,523.724,,
2009-04-29,1434.0681320999997,152.37,,,523.946,,
2009-04-30,1368.9395604000001,152.568,,,523.968,,
2009-05-01,1000.0890109999999,152.57,,,523.968,,
2009-05-02,1059.8868131,152.592,,,523.968,,
2009-05-03,1026.3758240999998,152.61,,,523.974,,
2009-05-04,1381.5307691,152.822,,,524.05,,
2009-05-05,1455.7054945,152.994,,,524.164,,
2009-05-06,1504.2384616999998,153.216,,,524.214,,
2009-05-07,1405.565934,153.498,,,524.302,,
2009-05-08,1390.8692309,153.696,,,524.544,,
2009-05-09,1151.3703297000002,153.696,,,524.544,,
2009-05-10,1038.7901096,153.712,,,524.548,,
2009-05-11,1403.6527472999999,153.9,,,524.596,,
2009-05-12,1434.1087913,154.046,,,524.642,,
2009-05-13,1425.3098901000003,154.216,,,524.672,,
2009-05-14,1437.6934067,154.41,,,524.794,,
2009-05-15,1405.6461540999996,154.61,,,525.168,,
2009-05-16,1156.3945054,154.632,,,525.168,,
2009-05-17,1046.3164835000002,154.66,,,525.172,,
2009-05-18,1360.0252747000002,154.986,,,525.224,,
2009-05-19,1364.3560440999997,155.212,,,525.322,,
2009-05-20,1336.8692307,155.52,,,525.432,,
2009-05-21,1032.3043957,155.532,,,525.434,,
2009-05-22,1175.5032965000003,155.666,,,525.456,,
2009-05-23,1084.4736263,155.688,,,525.456,,
2009-05-24,1024.9461537,155.702,,,525.456,,
2009-05-25,1367.4450549999997,155.874,,,525.458,,
2009-05-26,1432.3131869,156.088,,,525.51,,
2009-05-27,1402.9109891000003,156.296,,,525.852,,
2009-05-28,1429.8527473000001,156.674,,,526.008,,
2009-05-29,1336.4252747,156.962,,,526.272,,
2009-05-30,1087.1307691000004,156.984,,,526.272,,
2009-05-31,937.6945054,156.988,,,526.272,,
2009-06-01,947.8868133999999,157.046,,,526.28,,
2009-06-02,1320.3538461,157.218,,,526.396,,
2009-06-03,1384.1263733999995,157.438,,,526.728,,
2009-06-04,1392.4098902,157.7,,,527.004,,
2009-06-05,1351.9285716,157.922,,,527.136,,
2009-06-06,1174.0505496000003,157.944,,,527.136,,
2009-06-07,1053.7582416999999,157.962,,,527.168,,
2009-06-08,1369.8120879999997,158.178,,,527.52,,
2009-06-09,1403.4285714999999,158.402,,,527.526,,
2009-06-10,1380.1999999000004,158.692,,,527.602,,
2009-06-11,1203.8175824999998,158.754,,,527.714,,
2009-06-12,1288.5296703000001,158.954,,,527.736,,
2009-06-13,1136.9912088000003,158.976,,,527.736,,
2009-06-14,1023.8483516,158.994,,,527.76,,
2009-06-15,1387.9582415,159.21,,,528.034,,
2009-06-16,1389.9043956999997,159.44,,,528.146,,
2009-06-17,1370.7329670000001,159.824,,,528.176,,
2009-06-18,1405.5219781,160.196,,,528.274,,
2009-06-19,1382.4076920999998,160.418,,,528.384,,
2009-06-20,1134.5296703,160.44,,,528.384,,
2009-06-21,1028.3142856,160.456,,,528.392,,
2009-06-22,1360.5021977,160.652,,,528.484,,
2009-06-23,1420.8241759000002,160.894,,,528.54,,
2009-06-24,1419.9120879000002,161.162,,,528.696,,
2009-06-25,1393.5384616,161.47,,,528.97,,
2009-06-26,1353.9186816,161.716,,,529.08,,
2009-06-27,1152.8626373000002,161.76,,,529.08,,
2009-06-28,1037.9340657999996,161.778,,,529.09,,
2009-06-29,1369.6087910999997,162.008,,,529.206,,
2009-06-30,1415.0087913000004,162.402,,,529.286,,
2009-07-01,1421.0186810999999,162.898,,,529.46,,
2009-07-02,1416.7472526,163.296,,,529.692,,
2009-07-03,1390.8428572999999,163.562,,,529.824,,
2009-07-04,1141.5879121,163.584,,,529.83,,
2009-07-05,1025.2538458999998,163.602,,,529.9,,
2009-07-06,1365.7186814,163.824,,,529.948,,
2009-07-07,1381.1714284999998,164.11,,,530.0,,
2009-07-08,1371.0604397,164.376,,,530.102,,
2009-07-09,1368.4593406000001,164.662,,,530.26,,
2009-07-10,1349.7769231,164.906,,,530.304,,
2009-07-11,1117.9846152000005,164.928,,,530.304,,
2009-07-12,1032.8571431,164.946,,,530.308,,
2009-07-13,1334.4571427999997,165.18,,,530.36,,
2009-07-14,1383.1285711,165.608,,,530.474,,
2009-07-15,1387.7021978000002,165.99,,,530.768,,
2009-07-16,1362.6197805,166.346,,,530.874,,
2009-07-17,1350.0560440000002,166.634,,,531.072,,
2009-07-18,1134.9879121,166.658,,,531.072,,
2009-07-19,1006.5637362999998,166.698,,,531.076,,
2009-07-20,1324.1967032999999,166.918,,,531.13,,
2009-07-21,1332.3538457999998,167.182,,,531.248,,
2009-07-22,1369.5274726,167.454,,,531.352,,
2009-07-23,1383.3791208999994,167.814,,,531.54,,
2009-07-24,1305.2439560999999,168.146,,,531.672,,
2009-07-25,1105.4076925000002,168.168,,,531.672,,
2009-07-26,978.2505494000001,168.194,,,531.672,,
2009-07-27,1295.0868130000003,168.506,,,531.672,,
2009-07-28,1315.797802,168.824,,,531.672,,
2009-07-29,1315.0670327999999,169.202,,,531.676,,
2009-07-30,1338.276923,169.514,,,531.728,,
2009-07-31,1265.7384611999996,169.806,,,531.816,,
2009-08-01,1091.0879118999999,169.872,,,531.816,,
2009-08-02,1026.4450548999998,169.898,,,531.824,,
2009-08-03,1301.0351647999998,170.228,,,531.928,,
2009-08-04,1304.3681317999997,170.758,,,532.112,,
2009-08-05,1304.7725274000002,171.296,,,532.248,,
2009-08-06,1322.7604398000003,171.682,,,532.796,,
2009-08-07,1302.5384612999999,172.058,,,533.016,,
2009-08-08,1130.5285714,172.082,,,533.016,,
2009-08-09,1042.4725276,172.128,,,533.038,,
2009-08-10,1361.8846153000002,172.416,,,533.32,,
2009-08-11,1370.4626375,172.706,,,533.78,,
2009-08-12,1366.8010987999999,173.03,,,534.014,,
2009-08-13,1368.9373626000004,173.472,,,534.178,,
2009-08-14,1307.5032968,173.738,,,534.288,,
2009-08-15,1111.4967035,173.76,,,534.288,,
2009-08-16,1036.7406593000003,173.788,,,534.294,,
2009-08-17,1353.5681321,174.122,,,534.372,,
2009-08-18,1376.6417581000003,174.436,,,534.51,,
2009-08-19,1385.7615384999997,174.77,,,534.596,,
2009-08-20,1414.3032967000004,175.084,,,534.834,,
2009-08-21,1382.1538464000002,175.394,,,535.036,,
2009-08-22,1138.8857143,175.418,,,535.08,,
2009-08-23,1019.7329668999998,175.47,,,535.084,,
2009-08-24,1374.7879121999997,175.822,,,535.138,,
2009-08-25,1418.4021977999998,176.094,,,535.276,,
2009-08-26,1411.7373629000003,176.458,,,535.62,,
2009-08-27,1407.7549451,176.86,,,536.024,,
2009-08-28,1387.7923077000003,177.17,,,536.116,,
2009-08-29,1156.4549451,177.192,,,536.182,,
2009-08-30,1043.7109890999998,177.212,,,536.432,,
2009-08-31,1362.6021976999996,177.466,,,536.524,,
2009-09-01,1456.001099,177.864,,,536.572,,
2009-09-02,1456.9252747,178.174,,,536.634,,
2009-09-03,1478.7109890000004,178.702,,,536.844,,
2009-09-04,1447.4450550000001,178.946,,,536.976,,
2009-09-05,1230.9538462,178.968,,,536.976,,
2009-09-06,1083.721978,179.002,,,536.98,,
2009-09-07,1397.1285712,179.408,,,537.024,,
2009-09-08,1442.4065933000004,179.794,,,537.024,,
2009-09-09,1444.2758242000002,180.218,,,537.036,,
2009-09-10,1455.979121,180.8,,,537.18,,
2009-09-11,1417.9835164999997,181.156,,,537.312,,
2009-09-12,1188.7384615000003,181.2,,,537.312,,
2009-09-13,1105.9516485,181.226,,,537.318,,
2009-09-14,1469.6593404999999,181.542,,,537.392,,
2009-09-15,1485.3065933,181.902,,,537.484,,
2009-09-16,1475.5362638,182.278,,,537.54,,
2009-09-17,1481.379121,182.81,,,537.688,,
2009-09-18,1434.5505493000003,183.1,,,537.864,,
2009-09-19,1202.0131867,183.144,,,537.864,,
2009-09-20,1096.3461539,183.174,,,537.886,,
2009-09-21,1433.2747251,183.54,,,538.14,,
2009-09-22,1469.3340656999999,183.966,,,538.288,,
2009-09-23,1477.8945056,184.33,,,538.48,,
2009-09-24,1468.0010987000003,184.736,,,538.676,,
2009-09-25,1417.0879121,185.092,,,538.9,,
2009-09-26,1186.9263735,185.136,,,538.944,,
2009-09-27,1084.2252748,185.178,,,538.952,,
2009-09-28,1456.6604395,185.674,,,539.054,,
2009-09-29,1495.7670328000002,186.082,,,539.224,,
2009-09-30,1487.9241759000004,186.494,,,539.4,,
2009-10-01,1519.6494506999998,186.944,,,539.416,,
2009-10-02,1455.8791207000004,187.298,,,539.592,,
2009-10-03,1232.8637363,187.32,,,539.592,,
2009-10-04,1216.9406593999997,187.354,,,539.616,,
2009-10-05,1477.0450550000003,187.756,,,539.888,,
2009-10-06,1511.3120878999998,188.1,,,539.984,,
2009-10-07,1519.9923075000002,188.534,,,540.11,,
2009-10-08,1508.021978,188.978,,,540.548,,
2009-10-09,1467.3604395999998,189.268,,,540.768,,
2009-10-10,1276.7340657999998,189.312,,,540.768,,
2009-10-11,1175.3384614,189.338,,,540.794,,
2009-10-12,1509.2384616000002,189.668,,,541.084,,
2009-10-13,1525.5098901999997,190.19,,,541.138,,
2009-10-14,1565.3637362000004,190.636,,,541.256,,
2009-10-15,1569.6054946,190.974,,,541.368,,
2009-10-16,1552.7780221000005,191.306,,,541.632,,
2009-10-17,1309.8945053,191.33,,,541.632,,
2009-10-18,1190.3626376000002,191.378,,,541.636,,
2009-10-19,1511.6406596000002,191.694,,,541.71,,
2009-10-20,1544.6681317999999,192.054,,,542.058,,
2009-10-21,1564.1637363000002,192.418,,,542.264,,
2009-10-22,1578.2340659000004,192.82,,,542.36,,
2009-10-23,1526.3043955000003,193.132,,,542.448,,
2009-10-24,1300.3483517,193.176,,,542.448,,
2009-10-25,1199.9049449999998,193.203,,,542.462,,
2009-10-26,1529.9967032000002,193.841,,,542.787,,
2009-10-27,1544.6274725999997,194.252,,,542.863,,
2009-10-28,1540.6032968,194.736,,,543.027,,
2009-10-29,1539.4318680999997,195.313,,,543.1,,
2009-10-30,1486.4362637,195.891,,,543.192,,
2009-10-31,1276.7615383,195.962,,,543.198,,
2009-11-01,1212.9923078000002,196.031,,,543.344,,
2009-11-02,1553.2736264,196.58,,,543.537,,
2009-11-03,1572.3000002,197.058,,,543.761,,
2009-11-04,1595.3142858,197.49,,,544.164,,
2009-11-05,1575.398901,197.928,,,544.455,,
2009-11-06,1540.5736265000003,198.483,,,544.802,,
2009-11-07,1341.8131869,198.552,,,544.848,,
2009-11-08,1218.4868132999998,198.574,,,544.85,,
2009-11-09,1591.1857143000004,199.098,,,544.907,,
2009-11-10,1601.0846152000001,199.531,,,545.164,,
2009-11-11,1596.0065932999996,199.99,,,545.267,,
2009-11-12,1603.5417583,200.517,,,545.526,,
2009-11-13,1545.5703297999999,201.003,,,545.664,,
2009-11-14,1341.056044,201.073,,,545.664,,
2009-11-15,1220.0912088999999,201.117,,,545.666,,
2009-11-16,1570.0153845,201.622,,,545.723,,
2009-11-17,1588.4263736999997,202.156,,,545.976,,
2009-11-18,1643.9252747000003,202.827,,,545.983,,
2009-11-19,1610.2318681000002,203.469,,,546.151,,
2009-11-20,1574.9527474,203.955,,,546.314,,
2009-11-21,1320.3780219,204.024,,,546.36,,
2009-11-22,1253.3879117000004,204.048,,,546.363,,
2009-11-23,1646.9494502999999,204.623,,,546.441,,
2009-11-24,1663.3912088999998,205.232,,,546.661,,
2009-11-25,1622.4406595,207.1,,,546.964,,
2009-11-26,1638.4439560000003,207.765,,,547.064,,
2009-11-27,1603.4318682999992,208.253,,,547.251,,
2009-11-28,1382.0043955999997,208.368,,,547.32,,
2009-11-29,1265.9494504999998,208.401,,,547.324,,
2009-11-30,1589.9681319,209.194,,,547.423,,
2009-12-01,1641.6340656999994,210.007,,,547.587,,
2009-12-02,1636.1549452,210.775,,,547.667,,
2009-12-03,1638.9043958,212.067,,,547.93,,
2009-12-04,1609.4384616,212.693,,,548.16,,
2009-12-05,1393.487912,212.809,,,548.16,,
2009-12-06,1271.1010986,212.873,,,548.162,,
2009-12-07,1599.8076922999999,213.857,,,548.222,,
2009-12-08,1628.0604397999998,214.861,,,548.555,,
2009-12-09,1630.7604396,216.322,,,548.821,,
2009-12-10,1636.6747252000002,217.703,,,549.136,,
2009-12-11,1605.7769230000001,218.79,,,549.504,,
2009-12-12,1378.7538462,218.931,,,549.504,,
2009-12-13,1277.0758241,219.072,,,549.523,,
2009-12-14,1631.1351649000003,220.805,,,549.976,,
2009-12-15,1656.0857141999998,222.658,,,550.357,,
2009-12-16,1652.2615385000004,224.65,,,550.678,,
2009-12-17,1657.9153845999997,227.194,,,551.23,,
2009-12-18,1620.9054947000002,229.641,,,552.292,,
2009-12-19,1452.4494504,229.854,,,552.386,,
2009-12-20,1372.9703295,230.137,,,552.465,,
2009-12-21,1575.8197802000002,233.649,,,553.264,,
2009-12-22,1534.8142859,237.871,,,554.227,,
2009-12-23,1453.6109890999999,241.349,,,555.22,,
2009-12-24,1236.3373626,241.465,,,555.312,,
2009-12-25,1214.7956044999999,241.489,,,555.314,,
2009-12-26,1209.7890109000002,241.513,,,555.362,,
2009-12-27,1178.5384615,241.631,,,555.422,,
2009-12-28,1331.6384614999997,243.928,,,555.766,,
2009-12-29,1327.3681317,246.672,,,556.306,,
2009-12-30,1310.1054944999998,250.603,,,557.099,,
2009-12-31,1215.8978022000001,252.15,,,557.352,,
2010-01-01,1161.9472524999996,252.289,,,557.352,48.709,0.0020976
2010-01-02,1275.8703297000002,252.312,,,557.352,24.628,0.0010603
2010-01-03,1244.0318681,252.313,,,557.352,22.963,0.0009887
2010-01-04,1479.3956045999998,252.336,,,557.352,59.318,0.0025545
2010-01-05,1601.5098900999997,252.336,,,557.354,41.624,0.0017925000000000003
2010-01-06,1575.8846154,252.336,,,557.4,14.132,0.0006083999999999999
2010-01-07,1641.1340659,252.336,,,557.402,9.381,0.00040390000000000006
2010-01-08,1636.7472527,252.336,,,557.448,105.563,0.0045449999999999996
2010-01-09,1516.5615386,252.336,,,557.448,328.109,0.014125999999999998
2010-01-10,1363.4747252,252.343,,,557.448,174.987,0.0075335
2010-01-11,1641.1945053999998,252.504,,,557.448,62.817,0.0027044
2010-01-12,1709.1626375,252.504,,,557.45,60.39,0.0026001
2010-01-13,1737.7879117999996,252.505,,,557.5,206.69,0.008898
2010-01-14,1674.3472528,252.531,,,557.592,87.929,0.0037848999999999995
