date,consumption,solar_capacity,solar_generation,solar_profile,wind_capacity,wind_generation,wind_profile
2005-01-01,,26.832,,,339.648,,
2005-01-02,,26.833,,,339.648,,
2005-01-03,,26.856,,,339.653,,
2005-01-04,,26.856,,,339.773,,
2005-01-05,,26.857,,,339.891,,
2005-01-06,,26.88,,,339.96,,
2005-01-07,,26.88,,,339.96,,
2005-01-08,,26.88,,,339.96,,
2005-01-09,,26.881,,,339.96,,
2005-01-10,,26.905,,,339.962,,
2005-01-11,,26.928,,,340.011,,
2005-01-12,,26.929,,,340.082,,
2005-01-13,,26.952,,,340.128,,
2005-01-14,,26.952,,,340.13,,
2005-01-15,,26.952,,,340.176,,
2005-01-16,,26.953,,,340.176,,
2005-01-17,,26.977,,,340.178,,
2005-01-18,,27.001,,,340.226,,
2005-01-19,,27.025,,,340.275,,
2005-01-20,,27.048,,,340.346,,
2005-01-21,,27.049,,,340.392,,
2005-01-22,,27.072,,,340.392,,
2005-01-23,,27.072,,,340.392,,
2005-01-24,,27.073,,,340.399,,
2005-01-25,,27.096,,,340.562,,
2005-01-26,,27.097,,,340.612,,
2005-01-27,,27.12,,,340.707,,
2005-01-28,,27.12,,,340.776,,
2005-01-29,,27.12,,,340.776,,
2005-01-30,,27.121,,,340.782,,
2005-01-31,,27.144,,,340.933,,
2005-02-01,,27.145,,,341.232,,
2005-02-02,,27.169,,,341.238,,
2005-02-03,,27.192,,,341.378,,
2005-02-04,,27.193,,,341.424,,
2005-02-05,,27.216,,,341.424,,
2005-02-06,,27.216,,,341.426,,
2005-02-07,,27.217,,,341.474,,
2005-02-08,,27.241,,,341.52,,
2005-02-09,,27.265,,,341.52,,
2005-02-10,,27.289,,,341.526,,
2005-02-11,,27.312,,,341.664,,
2005-02-12,,27.312,,,341.664,,
2005-02-13,,27.313,,,341.667,,
2005-02-14,,27.336,,,341.741,,
2005-02-15,,27.337,,,341.86,,
2005-02-16,,27.361,,,341.953,,
2005-02-17,,27.385,,,341.976,,
2005-02-18,,27.408,,,341.976,,
2005-02-19,,27.408,,,341.976,,
2005-02-20,,27.408,,,341.991,,
2005-02-21,,27.409,,,342.338,,
2005-02-22,,27.432,,,342.384,,
2005-02-23,,27.433,,,342.388,,
2005-02-24,,27.457,,,342.483,,
2005-02-25,,27.48,,,342.552,,
2005-02-26,,27.48,,,342.552,,
2005-02-27,,27.481,,,342.552,,
2005-02-28,,27.505,,,342.562,,
2005-03-01,,27.529,,,342.797,,
2005-03-02,,27.552,,,342.914,,
2005-03-03,,27.553,,,342.96,,
2005-03-04,,27.576,,,342.962,,
2005-03-05,,27.576,,,343.008,,
2005-03-06,,27.577,,,343.015,,
2005-03-07,,27.601,,,343.178,,
2005-03-08,,27.625,,,343.229,,
2005-03-09,,27.649,,,343.346,,
2005-03-10,,27.673,,,343.392,,
2005-03-11,,27.696,,,343.392,,
2005-03-12,,27.696,,,343.392,,
2005-03-13,,27.698,,,343.394,,
2005-03-14,,27.745,,,343.445,,
2005-03-15,,27.77,,,343.566,,
2005-03-16,,27.818,,,343.704,,
2005-03-17,,27.867,,,343.718,,
2005-03-18,,27.937,,,344.04,,
2005-03-19,,27.96,,,344.04,,
2005-03-20,,27.963,,,344.044,,
2005-03-21,,28.035,,,344.139,,
2005-03-22,,28.109,,,344.21,,
2005-03-23,,28.229,,,344.263,,
2005-03-24,,28.345,,,344.424,,
2005-03-25,,28.368,,,344.424,,
2005-03-26,,28.368,,,344.424,,
2005-03-27,,28.368,,,344.424,,
2005-03-28,,28.372,,,344.424,,
2005-03-29,,28.422,,,344.43,,
2005-03-30,,28.496,,,344.51,,
2005-03-31,,28.592,,,344.692,,
2005-04-01,,28.68,,,345.004,,
2005-04-02,,28.68,,,345.048,,
2005-04-03,,28.69,,,345.052,,
2005-04-04,,28.808,,,345.096,,
2005-04-05,,28.902,,,345.1,,
2005-04-06,,28.978,,,345.15,,
2005-04-07,,29.094,,,345.224,,
2005-04-08,,29.16,,,345.32,,
2005-04-09,,29.16,,,345.408,,
2005-04-10,,29.168,,,345.412,,
2005-04-11,,29.262,,,345.464,,
2005-04-12,,29.336,,,345.56,,
2005-04-13,,29.43,,,345.656,,
2005-04-14,,29.504,,,345.748,,
2005-04-15,,29.594,,,345.792,,
2005-04-16,,29.616,,,345.792,,
2005-04-17,,29.62,,,345.8,,
2005-04-18,,29.674,,,345.894,,
2005-04-19,,29.792,,,345.966,,
2005-04-20,,29.886,,,346.036,,
2005-04-21,,29.958,,,346.08,,
2005-04-22,,30.026,,,346.08,,
2005-04-23,,30.048,,,346.08,,
2005-04-24,,30.054,,,346.08,,
2005-04-25,,30.124,,,346.084,,
2005-04-26,,30.174,,,346.134,,
2005-04-27,,30.25,,,346.2,,
2005-04-28,,30.366,,,346.208,,
2005-04-29,,30.434,,,346.296,,
2005-04-30,,30.456,,,346.33,,
2005-05-01,,30.464,,,346.708,,
2005-05-02,,30.558,,,346.78,,
2005-05-03,,30.632,,,347.088,,
2005-05-04,,30.72,,,347.088,,
2005-05-05,,30.722,,,347.088,,
2005-05-06,,30.744,,,347.088,,
2005-05-07,,30.744,,,347.088,,
2005-05-08,,30.75,,,347.092,,
2005-05-09,,30.822,,,347.14,,
2005-05-10,,30.894,,,347.19,,
2005-05-11,,30.97,,,347.258,,
2005-05-12,,31.086,,,347.29,,
2005-05-13,,31.154,,,347.4,,
2005-05-14,,31.176,,,347.4,,
2005-05-15,,31.176,,,347.4,,
2005-05-16,,31.182,,,347.4,,
2005-05-17,,31.254,,,347.4,,
2005-05-18,,31.328,,,347.4,,
2005-05-19,,31.424,,,347.408,,
2005-05-20,,31.512,,,347.496,,
2005-05-21,,31.512,,,347.496,,
2005-05-22,,31.52,,,347.5,,
2005-05-23,,31.614,,,347.548,,
2005-05-24,,31.688,,,347.592,,
2005-05-25,,31.778,,,347.6,,
2005-05-26,,31.804,,,347.692,,
2005-05-27,,31.848,,,347.738,,
2005-05-28,,31.848,,,347.762,,
2005-05-29,,31.856,,,347.792,,
2005-05-30,,31.954,,,347.886,,
2005-05-31,,32.074,,,347.962,,
2005-06-01,,32.192,,,348.082,,
2005-06-02,,32.286,,,348.224,,
2005-06-03,,32.354,,,348.576,,
2005-06-04,,32.376,,,348.576,,
2005-06-05,,32.382,,,348.586,,
2005-06-06,,32.454,,,348.696,,
2005-06-07,,32.526,,,348.708,,
2005-06-08,,32.6,,,348.842,,
2005-06-09,,32.696,,,348.876,,
2005-06-10,,32.784,,,349.012,,
2005-06-11,,32.786,,,349.056,,
2005-06-12,,32.814,,,349.06,,
2005-06-13,,32.886,,,349.16,,
2005-06-14,,32.964,,,349.776,,
2005-06-15,,33.104,,,349.798,,
2005-06-16,,33.2,,,350.044,,
2005-06-17,,33.288,,,350.088,,
2005-06-18,,33.288,,,350.088,,
2005-06-19,,33.308,,,350.088,,
2005-06-20,,33.538,,,350.094,,
2005-06-21,,33.656,,,350.174,,
2005-06-22,,33.75,,,350.334,,
2005-06-23,,33.822,,,350.4,,
2005-06-24,,33.888,,,350.4,,
2005-06-25,,33.888,,,350.4,,
2005-06-26,,33.896,,,350.412,,
2005-06-27,,33.99,,,350.564,,
2005-06-28,,34.062,,,350.786,,
2005-06-29,,34.134,,,350.826,,
2005-06-30,,34.214,,,351.05,,
2005-07-01,,34.368,,,351.336,,
2005-07-02,,34.368,,,351.336,,
2005-07-03,,34.374,,,351.338,,
2005-07-04,,34.446,,,351.376,,
2005-07-05,,34.518,,,351.564,,
2005-07-06,,34.59,,,351.71,,
2005-07-07,,34.662,,,351.866,,
2005-07-08,,34.73,,,351.888,,
2005-07-09,,34.752,,,351.888,,
2005-07-10,,34.758,,,351.894,,
2005-07-11,,34.83,,,351.978,,
2005-07-12,,34.904,,,352.192,,
2005-07-13,,35.0,,,352.37,,
2005-07-14,,35.094,,,352.398,,
2005-07-15,,35.162,,,352.464,,
2005-07-16,,35.184,,,352.464,,
2005-07-17,,35.192,,,352.464,,
2005-07-18,,35.286,,,352.468,,
2005-07-19,,35.358,,,352.516,,
2005-07-20,,35.432,,,352.576,,
2005-07-21,,35.524,,,352.756,,
2005-07-22,,35.57,,,352.804,,
2005-07-23,,35.592,,,352.848,,
2005-07-24,,35.6,,,352.848,,
2005-07-25,,35.692,,,352.86,,
2005-07-26,,35.744,,,353.008,,
2005-07-27,,35.838,,,353.188,,
2005-07-28,,35.91,,,353.246,,
2005-07-29,,35.978,,,353.406,,
2005-07-30,,36.0,,,353.472,,
2005-07-31,,36.008,,,353.48,,
2005-08-01,,36.102,,,353.572,,
2005-08-02,,36.178,,,353.62,,
2005-08-03,,36.296,,,353.666,,
2005-08-04,,36.388,,,353.688,,
2005-08-05,,36.434,,,353.688,,
2005-08-06,,36.456,,,353.688,,
2005-08-07,,36.46,,,353.688,,
2005-08-08,,36.51,,,353.698,,
2005-08-09,,36.584,,,353.82,,
2005-08-10,,36.678,,,353.956,,
2005-08-11,,36.75,,,354.002,,
2005-08-12,,36.816,,,354.024,,
2005-08-13,,36.816,,,354.024,,
2005-08-14,,36.822,,,354.024,,
2005-08-15,,36.894,,,354.032,,
2005-08-16,,36.966,,,354.128,,
2005-08-17,,37.038,,,354.224,,
2005-08-18,,37.11,,,354.32,,
2005-08-19,,37.176,,,354.408,,
2005-08-20,,37.176,,,354.408,,
2005-08-21,,37.182,,,354.41,,
2005-08-22,,37.252,,,354.444,,
2005-08-23,,37.302,,,354.578,,
2005-08-24,,37.386,,,354.608,,
2005-08-25,,37.592,,,354.7,,
2005-08-26,,37.68,,,354.746,,
2005-08-27,,37.68,,,354.768,,
2005-08-28,,37.686,,,354.772,,
2005-08-29,,37.758,,,354.816,,
2005-08-30,,37.83,,,354.818,,
2005-08-31,,37.904,,,354.854,,
2005-09-01,,37.998,,,355.012,,
2005-09-02,,38.064,,,355.056,,
2005-09-03,,38.064,,,355.056,,
2005-09-04,,38.07,,,355.06,,
2005-09-05,,38.142,,,355.11,,
2005-09-06,,38.214,,,355.196,,
2005-09-07,,38.288,,,355.424,,
2005-09-08,,38.382,,,355.52,,
2005-09-09,,38.448,,,355.614,,
2005-09-10,,38.448,,,355.68,,
2005-09-11,,38.452,,,355.688,,
2005-09-12,,38.502,,,355.78,,
2005-09-13,,38.578,,,355.846,,
2005-09-14,,38.694,,,356.094,,
2005-09-15,,38.766,,,356.168,,
2005-09-16,,38.832,,,356.256,,
2005-09-17,,38.832,,,356.26,,
2005-09-18,,38.84,,,356.308,,
2005-09-19,,38.94,,,356.362,,
2005-09-20,,39.078,,,356.512,,
2005-09-21,,39.154,,,356.98,,
2005-09-22,,39.27,,,357.306,,
2005-09-23,,39.336,,,357.504,,
2005-09-24,,39.336,,,357.504,,
2005-09-25,,39.342,,,357.526,,
2005-09-26,,39.416,,,357.774,,
2005-09-27,,39.508,,,357.9,,
2005-09-28,,39.558,,,358.58,,
2005-09-29,,39.632,,,358.824,,
2005-09-30,,39.724,,,359.102,,
2005-10-01,,39.768,,,359.256,,
2005-10-02,,39.768,,,359.256,,
2005-10-03,,39.772,,,359.256,,
2005-10-04,,39.822,,,359.262,,
2005-10-05,,39.894,,,359.348,,
2005-10-06,,39.966,,,359.588,,
2005-10-07,,40.034,,,359.808,,
2005-10-08,,40.056,,,359.808,,
2005-10-09,,40.064,,,359.84,,
2005-10-10,,40.16,,,360.214,,
2005-10-11,,40.254,,,360.474,,
2005-10-12,,40.328,,,360.68,,
2005-10-13,,40.422,,,360.788,,
2005-10-14,,40.488,,,361.008,,
2005-10-15,,40.49,,,361.008,,
2005-10-16,,40.52,,,361.012,,
2005-10-17,,40.614,,,361.056,,
2005-10-18,,40.686,,,361.068,,
2005-10-19,,40.76,,,361.214,,
2005-10-20,,40.854,,,361.376,,
2005-10-21,,40.92,,,361.464,,
2005-10-22,,40.92,,,361.464,,
2005-10-23,,40.926,,,361.474,,
2005-10-24,,41.0,,,361.592,,
2005-10-25,,41.094,,,361.692,,
2005-10-26,,41.168,,,361.836,,
2005-10-27,,41.264,,,362.006,,
2005-10-28,,41.352,,,362.428,,
2005-10-29,,41.352,,,362.472,,
2005-10-30,,41.354,,,362.476,,
2005-10-31,,41.402,,,362.604,,
2005-11-01,,41.451,,,363.438,,
2005-11-02,,41.523,,,363.58,,
2005-11-03,,41.595,,,363.672,,
2005-11-04,,41.665,,,363.674,,
2005-11-05,,41.688,,,363.72,,
2005-11-06,,41.692,,,363.73,,
2005-11-07,,41.788,,,363.964,,
2005-11-08,,41.883,,,364.059,,
2005-11-09,,41.957,,,364.136,,
2005-11-10,,42.075,,,364.323,,
2005-11-11,,42.144,,,364.392,,
2005-11-12,,42.144,,,364.392,,
2005-11-13,,42.148,,,364.396,,
2005-11-14,,42.246,,,364.494,,
2005-11-15,,42.388,,,364.648,,
2005-11-16,,42.483,,,365.022,,
2005-11-17,,42.556,,,365.173,,
2005-11-18,,42.648,,,365.472,,
2005-11-19,,42.648,,,365.472,,
2005-11-20,,42.652,,,365.474,,
2005-11-21,,42.747,,,365.526,,
2005-11-22,,42.819,,,365.676,,
2005-11-23,,42.892,,,365.96,,
2005-11-24,,42.987,,,366.15,,
2005-11-25,,43.056,,,366.288,,
2005-11-26,,43.057,,,366.288,,
2005-11-27,,43.082,,,366.288,,
2005-11-28,,43.131,,,366.297,,
2005-11-29,,43.205,,,366.51,,
2005-11-30,,43.325,,,366.685,,
2005-12-01,,43.445,,,367.542,,
2005-12-02,,43.56,,,367.683,,
2005-12-03,,43.561,,,367.753,,
2005-12-04,,43.588,,,367.777,,
2005-12-05,,43.684,,,367.814,,
2005-12-06,,43.787,,,368.145,,
2005-12-07,,44.046,,,368.375,,
2005-12-08,,44.19,,,368.919,,
2005-12-09,,44.328,,,369.265,,
2005-12-10,,44.328,,,369.288,,
2005-12-11,,44.334,,,369.301,,
2005-12-12,,44.48,,,369.604,,
2005-12-13,,44.671,,,369.713,,
2005-12-14,,44.843,,,370.128,,
2005-12-15,,45.102,,,370.699,,
2005-12-16,,45.24,,,371.144,,
2005-12-17,,45.24,,,371.338,,
2005-12-18,,45.248,,,371.587,,
2005-12-19,,45.445,,,372.042,,
2005-12-20,,45.761,,,372.489,,
2005-12-21,,46.173,,,373.284,,
2005-12-22,,46.668,,,374.159,,
2005-12-23,,46.944,,,375.242,,
2005-12-24,,46.944,,,375.288,,
2005-12-25,,46.945,,,375.288,,
2005-12-26,,46.975,,,375.301,,
2005-12-27,,47.146,,,375.626,,
2005-12-28,,47.387,,,376.294,,
2005-12-29,,47.658,,,377.97,,
2005-12-30,,48.078,,,379.525,,
2005-12-31,,48.243,,,380.468,,
2006-01-01,1174.9274725999999,48.865,,,382.584,,
2006-01-02,1517.0560440999998,48.888,,,382.588,,
2006-01-03,1585.2010986999999,48.888,,,382.68,,
2006-01-04,1601.3373625999998,48.888,,,382.68,,
2006-01-05,1623.2208792000004,48.888,,,382.682,,
2006-01-06,1542.2274725,48.888,,,382.728,,
2006-01-07,1428.8868129999998,48.888,,,382.728,,
2006-01-08,1327.456044,48.889,,,382.728,,
2006-01-09,1680.5747252999997,48.912,,,382.729,,
2006-01-10,1732.8692309,48.913,,,382.754,,
2006-01-11,1733.1604395000002,48.936,,,382.805,,
2006-01-12,1706.901099,48.937,,,382.933,,
2006-01-13,1697.8043957000002,48.96,,,383.232,,
2006-01-14,1494.4450552,48.96,,,383.232,,
2006-01-15,1390.6318679000003,48.961,,,383.234,,
2006-01-16,1718.3934066000006,48.984,,,383.287,,
2006-01-17,1756.3769231,48.984,,,383.465,,
2006-01-18,1728.5538462,48.985,,,383.866,,
2006-01-19,1712.4065931999999,49.009,,,384.108,,
2006-01-20,1692.9714285,49.032,,,384.389,,
2006-01-21,1481.5252747,49.032,,,384.505,,
2006-01-22,1371.5505493,49.032,,,384.528,,
2006-01-23,1724.9351648,49.033,,,384.533,,
2006-01-24,1761.8153845999998,49.057,,,384.649,,
2006-01-25,1772.8703297,49.081,,,384.686,,
2006-01-26,1760.0802197000003,49.104,,,385.012,,
2006-01-27,1742.9285715000003,49.104,,,385.104,,
2006-01-28,1508.8241755,49.104,,,385.105,,
2006-01-29,1376.0604396,49.105,,,385.132,,
2006-01-30,1708.4857142,49.129,,,385.228,,
2006-01-31,1730.9109892,49.153,,,385.34,,
2006-02-01,1738.6087910999997,49.176,,,385.823,,
2006-02-02,1753.5351647999998,49.177,,,386.36,,
2006-02-03,1733.8307692000003,49.2,,,386.548,,
2006-02-04,1501.4527471000004,49.2,,,386.64,,
2006-02-05,1382.4318680000001,49.201,,,386.651,,
2006-02-06,1711.5659341,49.23,,,386.911,,
2006-02-07,1765.5681319,49.369,,,387.076,,
2006-02-08,1748.2373626000003,49.392,,,387.184,,
2006-02-09,1757.2846156,49.393,,,387.558,,
2006-02-10,1708.3857143,49.416,,,387.696,,
2006-02-11,1479.2351649000002,49.416,,,387.699,,
2006-02-12,1354.4703295999998,49.417,,,387.769,,
2006-02-13,1671.9296702000004,49.441,,,387.8,,
2006-02-14,1704.8054943,49.465,,,388.002,,
2006-02-15,1717.2043957000003,49.489,,,388.428,,
2006-02-16,1674.4164836,49.513,,,388.706,,
2006-02-17,1643.8604397,49.536,,,388.752,,
2006-02-18,1425.697802,49.536,,,388.752,,
2006-02-19,1289.0659342000004,49.537,,,388.758,,
2006-02-20,1649.720879,49.561,,,388.901,,
2006-02-21,1696.8263738,49.585,,,389.025,,
2006-02-22,1695.7219779,49.61,,,389.232,,
2006-02-23,1674.1659338000002,49.657,,,389.239,,
2006-02-24,1656.3021980000003,49.68,,,389.402,,
2006-02-25,1439.1241761000003,49.68,,,389.448,,
2006-02-26,1323.9186813,49.681,,,389.453,,
2006-02-27,1587.8010987999999,49.705,,,389.572,,
2006-02-28,1656.5824174,49.73,,,389.689,,
2006-03-01,1682.6076922,49.778,,,390.278,,
2006-03-02,1692.2538463,49.825,,,390.606,,
2006-03-03,1660.3120877000001,49.848,,,390.744,,
2006-03-04,1454.1791207999997,49.848,,,390.744,,
2006-03-05,1341.0934067,49.85,,,390.752,,
2006-03-06,1650.7593405999999,49.896,,,390.939,,
2006-03-07,1663.7494505,49.898,,,391.012,,
2006-03-08,1698.7186813999997,49.946,,,391.106,,
2006-03-09,1646.6417582000001,49.992,,,391.158,,
2006-03-10,1621.2384614000002,49.992,,,391.296,,
2006-03-11,1450.9538461000004,49.992,,,391.296,,
2006-03-12,1338.9087909,49.994,,,391.3,,
2006-03-13,1642.6725275,50.041,,,391.392,,
2006-03-14,1663.8087912999997,50.065,,,391.394,,
2006-03-15,1668.1758242999997,50.091,,,391.443,,
2006-03-16,1666.9208790999999,50.163,,,391.516,,
2006-03-17,1643.2131866999998,50.232,,,391.608,,
2006-03-18,1407.3813188,50.232,,,391.608,,
2006-03-19,1274.8109891000001,50.235,,,391.608,,
2006-03-20,1589.2725275,50.306,,,391.608,,
2006-03-21,1615.7582421000004,50.354,,,391.614,,
2006-03-22,1617.2164835000003,50.404,,,391.754,,
2006-03-23,1600.0175824000003,50.499,,,391.811,,
2006-03-24,1587.6373627000003,50.568,,,392.064,,
2006-03-25,1352.8208792,50.568,,,392.066,,
2006-03-26,1227.1901099000002,50.572,,,392.116,,
2006-03-27,1539.5406596,50.622,,,392.164,,
2006-03-28,1577.0901099999996,50.694,,,392.212,,
2006-03-29,1580.6648352000002,50.766,,,392.26,,
2006-03-30,1601.5978021,50.84,,,392.336,,
2006-03-31,1570.402198,50.93,,,392.688,,
2006-04-01,1327.2186814999998,50.952,,,392.688,,
2006-04-02,1219.8087912,50.958,,,392.688,,
2006-04-03,1563.5043957999997,51.03,,,392.692,,
2006-04-04,1578.7901100000001,51.1,,,392.744,,
2006-04-05,1590.9868130999996,51.152,,,392.84,,
2006-04-06,1574.5637362,51.248,,,392.944,,
2006-04-07,1532.9450547999998,51.336,,,393.12,,
2006-04-08,1314.2406592999998,51.336,,,393.12,,
2006-04-09,1213.3032967000004,51.342,,,393.12,,
2006-04-10,1547.4384617,51.414,,,393.124,,
2006-04-11,1559.6714286999995,51.486,,,393.186,,
2006-04-12,1566.7164836000002,51.562,,,393.396,,
2006-04-13,1555.5406594000003,51.672,,,393.528,,
2006-04-14,1229.0065933999997,51.672,,,393.528,,
2006-04-15,1193.4263736,51.672,,,393.528,,
2006-04-16,1084.4780217999999,51.672,,,393.528,,
2006-04-17,1108.8945056,51.676,,,393.532,,
2006-04-18,1483.0362639,51.726,,,393.586,,
2006-04-19,1503.7978024,51.798,,,393.708,,
2006-04-20,1496.9417581999999,51.87,,,393.854,,
2006-04-21,1465.1274723999998,51.936,,,394.014,,
2006-04-22,1266.9703297,51.936,,,394.08,,
2006-04-23,1145.5098902,51.944,,,394.08,,
2006-04-24,1478.957143,52.038,,,394.1,,
2006-04-25,1494.2923077000003,52.112,,,394.336,,
2006-04-26,1510.2439563000003,52.208,,,394.522,,
2006-04-27,1521.6274724,52.302,,,394.652,,
2006-04-28,1497.3296703,52.37,,,394.872,,
2006-04-29,1282.6813187999999,52.392,,,394.872,,
2006-04-30,1127.8593406,52.394,,,394.924,,
2006-05-01,1084.2835166,52.422,,,395.504,,
2006-05-02,1461.3417582999998,52.496,,,395.6,,
2006-05-03,1481.5252746,52.59,,,395.698,,
2006-05-04,1481.6956044999997,52.664,,,395.81,,
2006-05-05,1462.1098901000005,52.754,,,395.832,,
2006-05-06,1225.7604394999998,52.776,,,395.832,,
2006-05-07,1097.0417582999999,52.782,,,395.844,,
2006-05-08,1452.5076920999998,52.854,,,395.98,,
2006-05-09,1487.0648353000001,52.928,,,396.032,,
2006-05-10,1485.0549452,53.022,,,396.136,,
2006-05-11,1469.7824174000002,53.094,,,396.324,,
2006-05-12,1450.5560439,53.162,,,396.456,,
2006-05-13,1235.0835162999997,53.184,,,396.456,,
2006-05-14,1110.2021976,53.19,,,396.46,,
2006-05-15,1448.1857144,53.262,,,396.524,,
2006-05-16,1495.2197804,53.334,,,396.744,,
2006-05-17,1479.2285716000004,53.406,,,396.754,,
2006-05-18,1500.4461540000002,53.48,,,396.868,,
2006-05-19,1481.8296705,53.568,,,396.912,,
2006-05-20,1291.5087909999997,53.568,,,396.912,,
2006-05-21,1154.0329672,53.572,,,396.916,,
2006-05-22,1492.3978021,53.622,,,396.964,,
2006-05-23,1510.4340657999999,53.698,,,397.026,,
2006-05-24,1472.0494506999999,53.808,,,397.228,,
2006-05-25,1157.5285717000002,53.81,,,397.276,,
2006-05-26,1333.4780219,53.832,,,397.32,,
2006-05-27,1217.8747254000002,53.832,,,397.32,,
2006-05-28,1170.7065932999997,53.838,,,397.324,,
2006-05-29,1482.6890106999997,53.91,,,397.368,,
2006-05-30,1512.9604394,53.982,,,397.368,,
2006-05-31,1516.6758240999998,54.056,,,397.422,,
2006-06-01,1503.023077,54.152,,,398.02,,
2006-06-02,1454.1000002,54.242,,,398.064,,
2006-06-03,1209.7681318,54.264,,,398.064,,
2006-06-04,1049.8604397,54.264,,,398.064,,
2006-06-05,1072.123077,54.268,,,398.064,,
2006-06-06,1435.5626371999995,54.318,,,398.07,,
2006-06-07,1456.9428574,54.39,,,398.14,,
2006-06-08,1459.9406594000002,54.462,,,398.184,,
2006-06-09,1441.5208791,54.53,,,398.184,,
2006-06-10,1224.754945,54.552,,,398.184,,
2006-06-11,1104.2340658,54.562,,,398.198,,
2006-06-12,1461.0890109,54.676,,,398.362,,
2006-06-13,1490.3307692,54.73,,,398.476,,
2006-06-14,1485.7274726,54.842,,,398.52,,
2006-06-15,1253.1087911,54.87,,,398.528,,
2006-06-16,1379.0703296,54.936,,,398.616,,
2006-06-17,1212.7692309,54.936,,,398.616,,
2006-06-18,1106.667033,54.944,,,398.624,,
2006-06-19,1485.7021979,55.036,,,398.726,,
2006-06-20,1505.3351647999998,55.094,,,398.884,,
2006-06-21,1508.2296703,55.256,,,398.958,,
2006-06-22,1495.1582416999997,55.35,,,399.304,,
2006-06-23,1447.213187,55.416,,,399.488,,
2006-06-24,1224.5999999,55.416,,,399.576,,
2006-06-25,1130.6252748,55.422,,,399.576,,
2006-06-26,1478.4384614999997,55.494,,,399.58,,
2006-06-27,1486.3769229,55.57,,,399.63,,
2006-06-28,1472.5736263,55.688,,,399.718,,
2006-06-29,1476.5241758000002,55.782,,,399.972,,
2006-06-30,1426.4868130999998,55.852,,,400.184,,
2006-07-01,1216.0637364,55.896,,,401.064,,
2006-07-02,1096.589011,55.9,,,401.072,,
2006-07-03,1458.3989012,55.95,,,401.16,,
2006-07-04,1490.6879121999998,56.026,,,401.172,,
2006-07-05,1514.0450552,56.142,,,401.316,,
2006-07-06,1514.2747254,56.218,,,401.452,,
2006-07-07,1494.5725273000003,56.328,,,401.496,,
2006-07-08,1251.2637363,56.328,,,401.496,,
2006-07-09,1119.1461537999996,56.332,,,401.502,,
2006-07-10,1467.2978023000003,56.382,,,401.572,,
2006-07-11,1494.7340659000001,56.458,,,401.64,,
2006-07-12,1492.5560441000002,56.574,,,401.908,,
2006-07-13,1496.1461539000002,56.65,,,401.964,,
2006-07-14,1455.4494503,56.76,,,402.096,,
2006-07-15,1201.8692308,56.76,,,402.096,,
2006-07-16,1091.5263736999998,56.766,,,402.102,,
2006-07-17,1434.3362636000002,56.838,,,402.178,,
2006-07-18,1464.8670329,56.91,,,402.292,,
2006-07-19,1475.5032968000005,56.984,,,402.356,,
2006-07-20,1485.5197801,57.078,,,402.576,,
2006-07-21,1465.2131866,57.144,,,402.576,,
2006-07-22,1249.1208794000001,57.144,,,402.576,,
2006-07-23,1126.8219780000002,57.148,,,402.58,,
2006-07-24,1462.1505495999997,57.198,,,402.624,,
2006-07-25,1483.324176,57.27,,,402.628,,
2006-07-26,1490.8670329000001,57.342,,,402.684,,
2006-07-27,1482.0318682,57.412,,,402.82,,
2006-07-28,1458.8065935,57.456,,,402.864,,
2006-07-29,1233.1208791000004,57.456,,,402.864,,
2006-07-30,1110.9032966,57.464,,,402.864,,
2006-07-31,1417.5010988999998,57.56,,,402.872,,
2006-08-01,1431.9208790999999,57.654,,,402.97,,
2006-08-02,1418.9219778,57.724,,,403.092,,
2006-08-03,1411.0868133000001,57.774,,,403.238,,
2006-08-04,1387.5219780999998,57.84,,,403.392,,
2006-08-05,1194.7747252000001,57.84,,,403.392,,
2006-08-06,1092.8197802,57.848,,,403.4,,
2006-08-07,1394.2890109000002,57.942,,,403.506,,
2006-08-08,1414.1087908999998,58.018,,,403.716,,
2006-08-09,1412.813187,58.132,,,403.856,,
2006-08-10,1422.0626373,58.184,,,403.96,,
2006-08-11,1401.0868133000001,58.274,,,404.142,,
2006-08-12,1196.3835166999997,58.296,,,404.208,,
2006-08-13,1083.4714286999997,58.3,,,404.212,,
2006-08-14,1392.1362641,58.348,,,404.268,,
2006-08-15,1409.0329669999999,58.396,,,404.404,,
2006-08-16,1419.8439559999997,58.446,,,404.498,,
2006-08-17,1427.2934062999998,58.518,,,405.064,,
2006-08-18,1418.5373628,58.584,,,405.24,,
2006-08-19,1203.3692309,58.584,,,405.24,,
2006-08-20,1124.3582417,58.588,,,405.244,,
2006-08-21,1450.8505495,58.636,,,405.294,,
2006-08-22,1473.9736259999997,58.686,,,405.368,,
2006-08-23,1456.6428572999998,58.756,,,405.476,,
2006-08-24,1462.5538460999999,58.804,,,405.704,,
2006-08-25,1454.6758242,58.85,,,405.792,,
2006-08-26,1237.9065933000002,58.872,,,405.792,,
2006-08-27,1134.4164836000002,58.876,,,405.804,,
2006-08-28,1477.4230766,58.924,,,405.944,,
2006-08-29,1487.7857139,58.974,,,406.052,,
2006-08-30,1509.1351651999998,59.044,,,406.294,,
2006-08-31,1481.058242,59.092,,,406.552,,
2006-09-01,1471.9428571999995,59.136,,,406.728,,
2006-09-02,1251.3648349999999,59.138,,,406.728,,
2006-09-03,1201.9417582,59.162,,,406.74,,
